,Unnamed: 0,budget,popularity,new release_date,new spoken_languages,new cast,new production_companies,new production_countries,new crew,new geners,new keywords,revenue,runtime,vote_average,vote_count
471,471,85000000.0,18.335992,19.0,2,1,2,1,16.464637681159424,18.257822042044193,2,0.0,90.0,5.2,438.0
472,472,88000000.0,40.138009,14.0,4,2,7,3,122.63424908424906,30.357608873560192,2,105316267.0,118.0,5.6,818.0
473,473,70000000.0,44.090535,23.0,2,3,1,1,44.355051282051285,18.108457533467423,2,101371017.0,106.0,6.1,1509.0
474,474,0.0,3.300061,4.0,1,0,3,3,38.4,18.52829204550955,2,0.0,81.0,6.4,47.0
475,475,0.0,20.632673,22.0,3,2,0,1,19.107619047619046,18.66506230073678,3,43312294.0,117.0,6.7,349.0
476,476,80000000.0,36.664991,10.0,2,3,2,1,44.76997493734336,18.228172275689197,1,122444772.0,89.0,5.9,1195.0
477,477,80000000.0,18.26121,19.0,2,3,1,1,71.37251082251082,12.575446140457863,1,34566746.0,145.0,6.9,189.0
478,478,80000000.0,16.681269,23.0,1,1,2,1,128.24242831541216,18.32048613221531,7,159212469.0,115.0,5.8,378.0
479,479,80000000.0,10.088006,6.0,1,2,0,4,33.92666666666666,18.502318678861904,1,126546518.0,87.0,5.2,133.0
480,480,44000000.0,7.89147,19.0,2,2,3,1,25.05045787545788,18.809683854606497,3,21400000.0,118.0,3.0,255.0
481,481,80000000.0,16.715631,16.0,1,3,1,2,118.49435897435896,18.296403458581032,1,68514844.0,90.0,5.6,297.0
482,482,80000000.0,9.357734,10.0,3,2,2,2,12.220588235294116,19.088681469681728,1,53825515.0,112.0,5.1,165.0
483,483,80000000.0,11.22268,16.0,2,2,3,1,131.22498860788338,18.276385938369653,1,19480739.0,116.0,5.4,318.0
484,484,80000000.0,14.564667000000002,22.0,2,1,1,1,38.2301948051948,12.623659803138318,2,17626234.0,177.0,6.1,299.0
485,485,90000000.0,11.356079,21.0,1,1,0,1,28.866666666666664,30.69397312264166,1,69131860.0,92.0,5.2,305.0
486,486,90000000.0,52.612025,4.0,1,1,1,1,66.95806776556778,18.284440459224214,2,146936910.0,106.0,5.7,1316.0
487,487,80000000.0,13.800656,19.0,1,1,3,2,108.64288461538463,18.228172275689197,1,33463969.0,106.0,5.4,267.0
488,488,86000000.0,27.097932,13.0,1,1,2,1,61.55255677655678,24.581707991839004,1,107944236.0,94.0,6.0,639.0
489,489,0.0,10.706613,10.0,1,1,5,4,63.758333333333326,12.559277534680199,1,19406406.0,84.0,7.3,111.0
490,490,80000000.0,7.342892,14.0,2,1,2,4,101.21847374847374,24.39182092433785,2,5989640.0,110.0,4.8,111.0
491,491,130000000.0,50.561849,5.0,1,0,2,3,71.45976998521674,31.61490445857895,1,117831631.0,105.0,5.2,1267.0
492,492,8000000.0,0.719996,4.0,0,0,0,2,5.3,12.263212880422572,1,0.0,89.0,5.3,9.0
493,493,60000000.0,59.248437,18.0,1,4,3,1,84.56242304949737,12.680710455188976,1,313542341.0,135.0,7.7,3009.0
494,494,45000000.0,90.457886,25.0,1,2,2,1,41.16714285714286,18.798681184702914,0,788241776.0,89.0,8.0,5376.0
495,495,79000000.0,40.72345900000001,7.0,1,3,2,1,65.5766865079365,18.276385938369653,3,355692760.0,94.0,5.8,1030.0
496,496,78000000.0,41.247402,6.0,1,1,1,1,52.42880434782608,18.296403458581032,1,248384621.0,95.0,6.4,915.0
497,497,78000000.0,10.083905,17.0,1,4,2,2,24.756184210526314,18.219574318608338,3,209196298.0,124.0,6.7,1115.0
498,498,100000000.0,16.759252,15.0,1,1,1,2,121.28708333333333,12.571981981981988,1,108103450.0,136.0,6.5,318.0
499,499,79000000.0,22.132418,8.0,1,3,2,1,11.715555555555557,5.957733428367781,1,149673788.0,91.0,4.1,604.0
500,500,76000000.0,10.520961,16.0,2,0,2,1,90.542566147303,18.468582450009617,1,236350661.0,107.0,6.2,2028.0
501,501,64000000.0,35.384423,4.0,1,4,0,1,7.25,18.548517413680543,5,97571250.0,92.0,7.6,756.0
502,502,80000000.0,15.673154,12.0,2,2,4,2,74.62961539049944,12.186769778090735,3,15071514.0,99.0,5.7,359.0
503,503,76000000.0,8.981427,19.0,1,3,2,2,17.779761904761905,30.501454604828147,1,35134820.0,88.0,3.9,87.0
504,504,75000000.0,31.482872,3.0,1,0,2,1,44.483333333333334,12.338670030213251,1,875958308.0,87.0,5.9,3462.0
505,505,78000000.0,47.436675,16.0,3,2,1,4,161.33286796536797,24.3075615886663,2,179265204.0,110.0,5.7,1155.0
506,506,76000000.0,136.886704,6.0,1,2,1,1,32.85,18.296403458581032,3,970761885.0,98.0,7.0,4637.0
507,507,75000000.0,60.442593,23.0,1,1,2,1,64.78871794871795,18.276385938369653,3,816969268.0,145.0,6.7,3260.0
508,508,73000000.0,2.502487,22.0,1,4,2,1,96.89853804090649,18.276385938369653,0,229074524.0,129.0,6.2,2487.0
509,509,75000000.0,48.110909,14.0,5,2,2,1,78.52333333333333,12.338670030213251,0,532680671.0,86.0,6.6,3237.0
510,510,76000000.0,35.387874,13.0,1,2,1,2,152.12650000000002,24.688183430178864,4,69959751.0,109.0,7.4,2071.0
511,511,75000000.0,4.66891,19.0,1,5,4,1,32.18405147484095,18.276385938369653,4,296339527.0,104.0,6.8,4097.0
512,512,75000000.0,73.82289,11.0,1,2,5,2,74.85316399286987,18.468582450009617,3,258270008.0,110.0,6.4,2528.0
513,513,75000000.0,51.469576,23.0,1,3,1,1,64.30315385831751,18.32048613221531,3,335062621.0,136.0,6.9,1456.0
514,514,80000000.0,85.11505799999998,13.0,1,4,2,1,13.108333333333334,24.460052107229686,0,660940780.0,91.0,6.5,2951.0
515,515,75000000.0,61.437586,15.0,1,3,3,1,144.6957487922705,12.178432729067094,2,196482882.0,99.0,6.6,2105.0
516,516,50000000.0,31.160542,12.0,1,5,2,2,56.01732111026229,24.619594321718306,2,90450008.0,117.0,6.5,709.0
517,517,80000000.0,15.761384,15.0,1,1,1,1,28.86268462658623,18.183715876988078,3,78000586.0,114.0,4.7,183.0
518,518,75000000.0,17.561954999999998,20.0,4,0,1,1,4.3,24.195975152773357,0,0.0,78.0,4.3,318.0
519,519,75000000.0,71.124686,6.0,2,4,1,2,59.3047619047619,12.427179952411155,10,117698894.0,115.0,7.3,5487.0
520,520,80000000.0,38.864027,9.0,1,4,3,1,5.655555555555556,5.957733428367781,0,271430189.0,102.0,6.0,1705.0
521,521,60000000.0,57.753914,15.0,5,2,2,1,80.61799145299146,12.417744582857447,2,219417255.0,128.0,7.0,1910.0
522,522,35000000.0,13.25753,10.0,1,1,2,1,5.833333333333333,11.990924006526242,2,73034460.0,100.0,5.7,202.0
523,523,75000000.0,13.318744,19.0,2,1,1,3,48.77673350041771,18.32048613221531,0,215663859.0,124.0,5.9,283.0
524,524,75000000.0,18.70031,12.0,5,4,1,1,25.425909090909094,19.1468874400003,3,119000410.0,102.0,6.5,338.0
525,525,75000000.0,47.094369,15.0,1,4,2,1,104.36749999999999,24.337805956179494,3,367275019.0,90.0,5.8,1557.0
526,526,70000000.0,14.486311,13.0,1,3,2,1,64.89490384615384,6.460011154489665,5,154937680.0,134.0,6.6,284.0
527,527,53000000.0,18.61472,14.0,2,5,3,1,49.67887445887446,12.26947839481074,0,95226116.0,118.0,5.4,292.0
528,528,70000000.0,29.035222,14.0,8,2,5,3,54.58485431235431,25.345991495199176,5,130358911.0,164.0,6.9,696.0
529,529,70000000.0,27.055085,16.0,1,1,3,1,144.63125216450217,19.198360216973622,0,85632458.0,121.0,6.4,573.0
530,530,75000000.0,23.004607,9.0,1,0,1,1,54.42714860303096,24.335270212633752,1,98159963.0,100.0,5.7,772.0
531,531,75000000.0,48.74420900000001,4.0,4,0,3,1,114.10076164874549,18.162784574614896,2,108145109.0,116.0,7.1,2265.0
532,532,80000000.0,14.209329,15.0,2,1,1,1,143.07633333333334,5.957733428367781,5,55041367.0,130.0,5.8,369.0
533,533,75000000.0,36.368839,13.0,1,1,4,1,95.82621489621488,24.37579277155813,5,140175006.0,91.0,6.3,874.0
534,534,75000000.0,24.353302,18.0,1,3,3,1,142.04234717577108,24.531580193108514,1,67631903.0,123.0,6.2,302.0
535,535,55000000.0,19.143321,24.0,2,1,1,1,49.61495726495727,24.88576160143609,0,127600435.0,134.0,5.9,311.0
536,536,75000000.0,13.327372,20.0,2,0,1,2,32.51525974025974,19.40985331233183,4,0.0,148.0,6.4,197.0
537,537,75000000.0,37.917002,8.0,2,1,0,1,115.21899585921327,18.580802965065228,1,226904017.0,110.0,5.7,880.0
538,538,52000000.0,23.663713,14.0,1,1,2,2,104.6150505050505,25.16307763172352,2,77944725.0,113.0,6.2,512.0
539,539,75000000.0,14.44381,19.0,2,4,1,1,60.42878787878788,30.615055968582904,6,36754634.0,94.0,6.3,313.0
540,540,75000000.0,10.605084,16.0,1,4,2,1,16.240000000000002,24.278219560583093,1,51142659.0,116.0,5.0,166.0
541,541,75000000.0,11.873856,21.0,1,1,3,1,37.0620707070707,18.809683854606497,2,14567883.0,99.0,6.1,221.0
542,542,0.0,12.708963,10.0,1,0,1,1,41.84547619047619,30.480577796376046,1,5802422.0,84.0,5.8,282.0
543,543,75000000.0,8.098369,18.0,1,2,2,1,47.77983193277311,30.547653339646786,1,5409517.0,93.0,4.3,78.0
544,544,45000000.0,20.374308,15.0,1,1,2,1,124.18614321162711,24.780497286704975,2,21009180.0,113.0,5.7,276.0
545,545,75000000.0,42.006908,19.0,1,2,1,1,68.97882783882784,18.6467809325804,4,248118121.0,106.0,6.9,1946.0
546,546,74000000.0,875.581305,4.0,1,4,1,1,32.71666666666667,24.460052107229686,3,1156730962.0,91.0,6.4,4571.0
547,547,82000000.0,39.127082,8.0,2,1,2,1,104.17532999164578,18.23622679654376,3,89792502.0,110.0,5.9,1623.0
548,548,73000000.0,20.790703,21.0,2,3,3,2,86.15357142857141,12.587631491265658,1,103891409.0,98.0,5.8,327.0
549,549,75000000.0,18.65988,21.0,1,4,1,1,43.15440914158306,6.0713347921225385,2,13100000.0,134.0,5.8,476.0
550,550,73000000.0,45.720894,3.0,1,1,1,2,17.96666666666667,12.338670030213251,3,349779543.0,97.0,5.9,1022.0
551,551,70000000.0,21.789615,11.0,1,2,2,1,63.54271428571429,18.342081377715747,4,111231041.0,112.0,5.4,444.0
552,552,75000000.0,20.199057,10.0,1,4,5,1,66.129613839504,12.417744582857447,0,61458982.0,146.0,5.7,390.0
553,553,70000000.0,26.123705,12.0,2,4,2,2,89.33320726057569,18.616848638056325,8,86658558.0,110.0,6.5,513.0
554,554,72500000.0,12.599836,13.0,1,5,2,1,53.60342857142857,5.957733428367781,3,162966177.0,116.0,6.2,491.0
555,555,70000000.0,13.543053,18.0,1,2,2,1,93.40602865951254,24.291012620202658,0,176104344.0,87.0,4.9,410.0
556,556,72000000.0,60.722162,24.0,4,2,1,1,89.92087301587301,25.927503074116476,0,210000000.0,177.0,7.7,3336.0
557,557,72000000.0,32.227222999999995,14.0,4,2,1,2,26.626648841354726,13.15695771937516,0,96889998.0,125.0,6.6,765.0
558,558,75000000.0,46.875375,12.0,1,1,1,1,203.09571428571434,18.296403458581032,3,527068851.0,87.0,6.9,2264.0
559,559,72000000.0,11.215702,18.0,1,2,3,1,40.55166666666667,12.680710455188976,2,37317558.0,152.0,6.6,188.0
560,560,94000000.0,8.468586,18.0,3,1,3,3,17.566086956521737,6.041402497598462,1,54744738.0,116.0,4.5,179.0
561,561,74500000.0,8.884317999999997,15.0,3,0,3,2,20.685714285714287,18.656850381296778,2,62172050.0,109.0,6.9,180.0
562,562,60000000.0,27.491891,15.0,1,3,2,1,107.45790318957773,18.851332665280562,1,256697520.0,108.0,6.2,1071.0
563,563,71000000.0,21.462935,21.0,1,3,2,1,22.470106886840757,18.07031331950334,1,294456605.0,85.0,5.4,686.0
564,564,72000000.0,28.848187,17.0,2,0,2,1,101.82092102750191,24.9226674574031,3,408247917.0,106.0,6.4,1599.0
565,565,150000000.0,47.320801,15.0,1,3,2,1,85.18803030303032,30.539441420206785,2,919838758.0,93.0,6.7,2988.0
566,566,120000000.0,82.643036,13.0,4,5,2,1,56.471014492753625,24.460052107229686,5,461983149.0,117.0,6.6,3877.0
567,567,70000000.0,20.230535,20.0,1,2,3,1,48.2023015873016,12.178432729067094,3,309457509.0,116.0,5.7,455.0
568,568,70000000.0,46.217769,17.0,5,2,3,1,137.74839384673535,18.32048613221531,1,277448382.0,124.0,5.8,1424.0
569,569,74000000.0,36.952268,4.0,1,1,3,1,187.7978571428572,24.460052107229686,1,311594032.0,93.0,5.8,719.0
570,570,80000000.0,16.411345,23.0,1,1,1,1,39.67502600281895,12.156837483566658,3,309492681.0,117.0,6.4,470.0
571,571,70000000.0,72.595961,10.0,4,2,2,2,90.67114468864472,25.313795202941822,5,319131050.0,153.0,7.9,6430.0
572,572,70000000.0,33.648404,28.0,1,5,2,1,84.99771615445957,24.233961968151995,2,300854823.0,144.0,6.6,1532.0
573,573,70000000.0,57.69846999999999,29.0,2,3,2,1,75.42988288885029,12.156837483566658,7,240031094.0,124.0,6.6,1896.0
574,574,80000000.0,34.052253,16.0,3,3,2,1,113.67625830310041,18.468582450009617,1,116643346.0,117.0,5.8,770.0
575,575,68000000.0,27.299301,18.0,1,3,1,1,46.19855957767722,31.14336675810241,1,203388341.0,136.0,6.5,1078.0
576,576,75000000.0,20.219385,13.0,1,2,2,1,35.62347338935574,24.93072197825766,1,42285169.0,110.0,5.3,409.0
577,577,70000000.0,42.957216,15.0,2,0,6,5,173.9750759455598,18.276385938369653,3,171183863.0,101.0,5.5,1217.0
578,578,75000000.0,29.412262,10.0,2,1,2,1,40.118553668553666,30.783763786050883,3,443140005.0,88.0,5.4,666.0
579,579,75000000.0,19.708731,17.0,3,1,1,2,159.3250882450882,19.467491919626813,6,114660784.0,138.0,6.7,521.0
580,580,70000000.0,59.428223,6.0,2,2,2,1,73.6830303030303,12.156837483566658,0,161025640.0,120.0,6.2,2981.0
581,581,70000000.0,19.711951000000006,21.0,1,1,1,1,50.47916666666666,24.39182092433785,0,118000000.0,103.0,6.3,391.0
582,582,70000000.0,49.199234,8.0,1,1,3,1,72.87129908103593,12.112737289721,6,202466756.0,116.0,5.5,1448.0
583,583,70000000.0,46.199482,16.0,1,3,2,1,130.4119365079365,18.70304911611542,4,122919055.0,125.0,7.6,1994.0
584,584,0.0,13.758526000000002,25.0,1,3,1,1,56.85073593073593,6.079389312977101,1,0.0,125.0,6.0,216.0
585,585,66000000.0,29.505574,8.0,1,0,4,1,55.103572261072266,13.15695771937516,1,177584879.0,146.0,7.0,992.0
586,586,70000000.0,43.873266,5.0,4,5,3,2,38.76003246753247,25.927503074116476,2,154984035.0,118.0,5.8,1523.0
587,587,70000000.0,24.961625,30.0,1,1,1,1,83.76401960784312,24.39182092433785,0,90000098.0,139.0,7.1,808.0
588,588,70000000.0,23.25645,9.0,1,2,3,1,6.665000000000001,12.771756120932624,1,134748021.0,133.0,5.8,493.0
589,589,70000000.0,64.45794699999999,5.0,1,0,4,1,63.147857142857156,31.070143896147908,2,215529201.0,92.0,6.2,2389.0
590,590,70000000.0,20.089933,21.0,3,3,1,1,96.71726190476193,24.928593604499284,1,116672912.0,116.0,6.0,352.0
591,591,70000000.0,48.03273400000001,12.0,1,2,3,3,135.8510805860806,24.496927840483526,3,135560026.0,127.0,7.1,1184.0
592,592,70000000.0,16.92991,22.0,1,1,1,1,39.55275974025974,19.35280266028117,2,131457682.0,136.0,7.0,630.0
593,593,70000000.0,14.780634,8.0,1,3,3,1,126.42592572329416,12.417744582857447,8,67112664.0,111.0,5.2,304.0
594,594,70000000.0,14.086292000000002,17.0,1,3,3,1,60.58565756823821,24.278219560583093,5,65977295.0,116.0,5.4,228.0
595,595,60000000.0,29.261348,14.0,2,1,2,4,40.53944444444445,17.997445512444298,1,55987321.0,105.0,5.0,609.0
596,596,70000000.0,13.267631,17.0,3,3,1,1,10.942857142857141,24.278219560583093,3,33561137.0,97.0,5.2,269.0
597,597,70000000.0,58.40120400000001,7.0,2,0,3,1,90.84471916971916,17.913186176772747,3,160112671.0,88.0,6.1,1862.0
598,598,75000000.0,23.515938,7.0,2,3,1,1,43.32096256684492,25.04641489804951,2,59418613.0,123.0,6.0,385.0
599,599,70000000.0,14.244518,17.0,2,3,2,1,59.811111111111124,13.15695771937516,5,32287044.0,125.0,5.9,241.0
600,600,66000000.0,29.501489000000007,8.0,1,2,1,2,79.98641025641025,18.32048613221531,1,57777106.0,116.0,6.1,695.0
601,601,0.0,9.306253,17.0,7,0,4,3,36.15714285714286,18.228172275689197,2,0.0,98.0,3.4,106.0
602,602,70000000.0,8.37378,17.0,2,1,2,2,40.67807692307692,18.32048613221531,0,19924033.0,91.0,4.3,97.0
603,603,70000000.0,10.930537,21.0,1,1,4,5,82.3170460241513,6.115434985968197,1,19870567.0,97.0,5.5,179.0
604,604,75000000.0,10.54544,18.0,1,3,1,1,103.00799954431533,30.501454604828147,0,13596911.0,95.0,5.9,228.0
605,605,70000000.0,6.682006,6.0,1,3,0,2,43.88999999999999,18.746641044706003,0,18662027.0,88.0,5.9,43.0
606,606,70000000.0,46.832372,4.0,4,1,2,1,91.43846491228068,19.047642645755325,4,17752940.0,133.0,5.1,826.0
607,607,70000000.0,24.664776,15.0,3,4,1,2,123.13472222222224,30.66770744916055,3,57958696.0,107.0,5.7,439.0
608,608,70000000.0,13.483387,13.0,2,0,1,3,12.204166666666666,18.703066477233854,2,38629478.0,114.0,4.6,180.0
609,609,50000000.0,44.478043,6.0,4,2,2,1,145.0417399267399,12.156837483566658,3,122915111.0,115.0,6.7,1659.0
610,610,70000000.0,25.020428,5.0,1,0,1,1,74.47164972708451,12.205051146247115,0,61279452.0,99.0,4.4,533.0
611,611,68000000.0,22.392544,17.0,5,7,3,1,94.23382575757577,18.616848638056325,2,193000000.0,124.0,5.9,437.0
612,612,68000000.0,107.069763,9.0,1,0,3,1,78.5539072039072,24.923748416814732,1,698491347.0,124.0,5.8,2301.0
613,613,68000000.0,22.572323,18.0,2,2,1,2,31.573888888888888,18.468582450009617,0,71069884.0,124.0,6.7,423.0
614,614,69000000.0,113.858273,9.0,1,2,1,1,53.47463768115942,12.338670030213251,4,543513985.0,95.0,7.1,6478.0
615,615,60000000.0,10.004564,24.0,1,2,1,1,71.86468253968253,18.3108808924092,2,35431113.0,103.0,5.4,222.0
616,616,68000000.0,68.734513,4.0,1,4,1,1,80.56449874686719,5.957733428367781,2,217022588.0,115.0,6.2,2463.0
617,617,70000000.0,18.888806,10.0,1,0,0,1,34.1825,19.35280266028117,2,39041505.0,127.0,6.9,395.0
618,618,68000000.0,12.948627,20.0,1,4,1,1,41.68803210678211,30.313508679714534,5,29762011.0,121.0,5.7,250.0
619,619,36000000.0,27.115890000000004,8.0,1,2,1,1,106.09990430622011,5.957733428367781,3,83160734.0,105.0,5.4,611.0
620,620,90000000.0,26.153669,20.0,4,6,2,1,80.04622926093514,12.575446140457863,1,60289912.0,157.0,7.3,481.0
621,621,80000000.0,28.223664000000007,3.0,1,0,1,1,57.37590909090909,25.345991495199176,3,52099090.0,114.0,6.3,588.0
622,622,70000000.0,37.507136,11.0,2,2,3,2,91.7470336105336,18.616848638056325,2,113280098.0,128.0,6.5,895.0
623,623,69000000.0,11.023691,9.0,1,4,3,1,6.100000000000001,5.957733428367781,2,86387857.0,114.0,5.5,531.0
624,624,69000000.0,38.634767,7.0,1,2,2,1,48.898920079920074,17.913186176772747,3,112265139.0,94.0,5.5,1269.0
625,625,66000000.0,25.877794,20.0,1,2,1,2,157.88908730158727,18.956596980011675,5,212404396.0,112.0,6.0,602.0
626,626,66000000.0,18.59991,21.0,1,0,1,2,36.66666666666667,18.462656302913434,7,189198313.0,121.0,6.6,488.0
627,627,67000000.0,12.282911,12.0,1,1,2,4,28.5425,24.98138702410971,0,25303038.0,102.0,5.0,207.0
628,628,70000000.0,76.04186700000002,21.0,4,3,4,1,106.27812853812851,19.886100576518015,3,481840909.0,169.0,7.9,5048.0
629,629,66000000.0,54.81489000000001,5.0,1,0,4,4,100.34089221824686,24.92859360449928,3,203277636.0,130.0,6.1,1520.0
630,630,70000000.0,31.39165,19.0,2,2,3,1,119.61702465834817,12.178432729067094,1,374111707.0,127.0,6.1,992.0
631,631,59000000.0,99.561972,17.0,1,4,3,1,87.50499999999998,24.460052107229686,2,383257136.0,81.0,7.1,3857.0
632,632,68000000.0,26.792794,16.0,1,1,3,1,46.7606678592725,24.439175298777585,0,75715436.0,136.0,5.3,567.0
633,633,65000000.0,36.307296,7.0,1,2,6,2,60.72258488733489,13.18915401163252,1,275293450.0,149.0,6.7,1429.0
634,634,63000000.0,104.309993,20.0,1,2,3,2,128.92756084193587,12.112737289721,6,463517383.0,136.0,7.9,8907.0
635,635,52000000.0,68.140214,24.0,1,4,2,1,107.47586581044011,6.460011154489665,6,355237933.0,140.0,7.3,1599.0
636,636,65000000.0,14.646884,17.0,1,0,1,1,57.467948717948715,18.07031331950334,4,172855065.0,104.0,5.5,297.0
637,637,61000000.0,48.356214,7.0,1,3,3,2,40.43919396706051,19.088681469681728,4,441809770.0,157.0,7.1,1884.0
638,638,65000000.0,28.540267,21.0,1,3,1,1,55.81278809769521,12.178432729067094,2,250821495.0,119.0,6.3,838.0
639,639,65000000.0,22.977983,11.0,2,4,5,1,42.16353846153846,5.957733428367781,2,128107642.0,98.0,6.5,1062.0
640,640,95000000.0,31.086791,21.0,1,2,2,1,38.56008547008547,12.205051146247115,4,250288523.0,136.0,6.3,1183.0
641,641,65000000.0,43.865294,9.0,2,2,2,1,101.06413235294119,12.417744582857447,0,211780824.0,95.0,6.2,1685.0
642,642,65000000.0,43.055253,5.0,3,0,2,1,73.11172096908938,13.15695771937516,5,163442937.0,137.0,7.3,1400.0
643,643,65000000.0,15.772081,19.0,1,3,4,1,45.39589743589743,18.32048613221531,1,128884132.0,130.0,6.3,403.0
644,644,70000000.0,26.19909,26.0,1,1,3,3,43.16144049187527,18.32048613221531,2,255000211.0,112.0,6.1,588.0
645,645,50000000.0,22.769108,23.0,1,1,1,1,60.184653679653685,24.780497286704975,3,150270147.0,108.0,5.7,453.0
646,646,65000000.0,18.281798,19.0,1,1,1,1,60.07136752136752,18.07031331950334,0,69700000.0,104.0,6.0,238.0
647,647,63000000.0,24.697533,13.0,1,4,3,1,64.19830843120693,19.304588997600717,3,162945894.0,128.0,5.9,447.0
648,648,65000000.0,19.718544,16.0,1,2,2,1,55.613452380952374,12.680710455188976,0,0.0,117.0,6.5,393.0
649,649,65000000.0,31.349143,7.0,2,2,1,1,23.959748427672956,5.957733428367781,0,179379533.0,83.0,5.9,1743.0
650,650,65000000.0,27.870312,20.0,1,2,1,2,42.66277777777778,12.735897679312364,0,162091208.0,159.0,7.1,1234.0
651,651,65000000.0,33.439187,5.0,1,2,2,1,75.20536796536797,18.450935161015906,2,133821816.0,119.0,6.0,466.0
652,652,50100000.0,59.63402900000001,4.0,1,1,1,1,65.62680555555556,24.95018884999972,2,153962963.0,105.0,6.7,2542.0
653,653,65000000.0,38.994297,7.0,1,0,2,1,90.17373792873795,18.219835226665555,1,156974557.0,103.0,5.9,1389.0
654,654,65000000.0,49.660055,15.0,2,0,2,1,142.92175824175823,36.263604603512135,4,128905366.0,123.0,5.7,1252.0
655,655,4200000.0,11.743085,35.0,3,0,1,1,25.50277777777778,12.156837483566658,0,38376497.0,114.0,6.4,215.0
656,656,65000000.0,9.110247,21.0,1,5,2,5,24.251168831168833,12.417744582857447,2,0.0,143.0,6.1,94.0
657,657,65000000.0,6.227675,7.0,1,0,1,4,48.082948279790386,17.905131655918183,6,240159255.0,95.0,5.6,1600.0
658,658,45000000.0,42.57877,11.0,1,1,5,3,74.6291458249353,18.228172275689197,3,73762516.0,105.0,6.0,1175.0
659,659,65000000.0,15.858629,23.0,1,2,1,1,31.43442028985507,24.744468974832316,6,89456761.0,120.0,6.5,314.0
660,660,65000000.0,14.866901,19.0,1,1,2,1,26.009999999999998,31.001196587404287,3,0.0,135.0,6.0,208.0
661,661,65000000.0,15.194239,14.0,1,0,3,1,38.03257142857143,24.347563331906755,1,64321501.0,101.0,6.1,779.0
662,662,63000000.0,146.75739099999996,20.0,1,2,2,2,108.37550505050504,6.460011154489665,2,100853753.0,139.0,8.3,9413.0
663,663,65000000.0,8.629665,13.0,1,2,2,1,42.68630952380953,6.460011154489665,4,43545364.0,124.0,6.7,186.0
664,664,65000000.0,16.803457,28.0,2,1,2,1,35.0429797979798,18.162784574614896,0,17218080.0,100.0,5.4,269.0
665,665,65000000.0,2.952595,19.0,1,2,2,2,23.86730769230769,36.810663827725364,1,0.0,105.0,4.9,52.0
666,666,65000000.0,31.324734000000007,5.0,1,1,3,2,104.79165140415142,11.90782935216538,4,71154592.0,92.0,5.0,687.0
667,667,50000000.0,20.415572,14.0,1,1,0,4,41.9,18.804946699091083,2,42093706.0,130.0,6.7,274.0
668,668,43000000.0,28.613892,14.0,2,0,5,2,131.04379287379288,12.120791810575563,2,56681566.0,97.0,4.8,575.0
669,669,65000000.0,85.428395,5.0,1,3,1,1,85.14985897435898,12.427179952411155,5,39407616.0,102.0,6.3,1286.0
670,670,64000000.0,4.137237,20.0,1,3,1,1,30.78,12.680710455188976,2,74608570.0,133.0,5.3,63.0
671,671,55000000.0,60.24697800000001,4.0,1,1,4,3,138.53357993197278,12.623659803138318,2,203427584.0,121.0,6.7,1772.0
672,672,50000000.0,42.551902,13.0,1,2,2,3,73.4851948051948,18.851145433909725,9,132180323.0,147.0,7.1,1165.0
673,673,63000000.0,40.137264,17.0,4,6,1,1,168.91077747252749,18.34081318693328,6,296655431.0,94.0,5.9,979.0
674,674,65000000.0,24.857079,10.0,1,7,2,3,31.19166666666667,24.45140731993425,1,44091067.0,94.0,6.1,409.0
675,675,63000000.0,40.413191,26.0,2,1,2,1,147.14871203358044,12.234983440771192,1,920100000.0,127.0,7.6,4856.0
676,676,63000000.0,13.859307,25.0,1,3,1,1,57.68098901098901,18.90974698542146,1,25052000.0,191.0,6.5,202.0
677,677,62000000.0,18.832471,25.0,1,2,2,1,36.52257575757575,18.616848638056325,11,215887717.0,141.0,6.4,386.0
678,678,65000000.0,9.568884,4.0,2,1,0,2,17.770000000000003,18.66506230073678,0,121545703.0,127.0,5.9,145.0
679,679,64000000.0,12.421504,13.0,1,0,1,1,63.56489087301587,12.26947839481074,1,101595121.0,98.0,5.3,261.0
680,680,62000000.0,18.096884,19.0,4,2,3,2,24.89857142857143,25.313795202941822,2,127666415.0,116.0,6.1,340.0
681,681,62000000.0,11.056763,24.0,1,0,2,1,13.473684210526315,18.638443883556757,2,107879496.0,106.0,6.5,195.0
682,682,62000000.0,13.218008,11.0,1,2,2,3,28.926666666666662,12.178432729067094,2,41819064.0,87.0,4.3,242.0
683,683,62000000.0,11.262655,18.0,1,1,3,1,45.16676113360324,30.58996452702605,1,18720175.0,125.0,5.8,178.0
684,684,44000000.0,68.717016,4.0,2,2,2,1,88.45110139860138,25.45597597908866,0,155760117.0,167.0,7.6,4274.0
685,685,53000000.0,19.412028,12.0,2,3,0,1,71.63908791208792,18.459147080455907,3,0.0,93.0,5.9,569.0
686,686,63000000.0,16.791058,8.0,3,1,1,1,11.626666666666669,18.296403458581032,1,183953723.0,95.0,5.5,331.0
687,687,65000000.0,65.197968,13.0,1,1,2,1,101.16995564892623,18.901997711132612,1,422610419.0,117.0,7.0,4997.0
688,688,80000000.0,32.829538,15.0,1,4,3,1,98.08466386554622,12.178432729067094,3,516642939.0,115.0,6.1,1373.0
689,689,60000000.0,30.951203000000003,11.0,1,2,2,1,102.74568376068378,11.990924006526242,4,244082376.0,115.0,6.9,1343.0
